date,triplet_id,method,target_symbol,hedge_symbol_1,hedge_symbol_2,residual,z_score
2023-11-09,NVDA_SMH_QQQ,kalman_random_walk,NVDA,SMH,QQQ,-0.5620651263679306,-0.5968012266549576
2023-11-10,NVDA_SMH_QQQ,kalman_random_walk,NVDA,SMH,QQQ,-0.4285223259663721,-0.37397079208749007
2023-11-13,NVDA_SMH_QQQ,kalman_random_walk,NVDA,SMH,QQQ,-0.8367344622779076,-0.9320078768923887
2023-11-14,NVDA_SMH_QQQ,kalman_random_walk,NVDA,SMH,QQQ,-0.8238508574725536,-0.8675403869622555
2023-11-15,NVDA_SMH_QQQ,kalman_random_walk,NVDA,SMH,QQQ,-0.6575954138692484,-0.5801045813058688
2023-11-16,NVDA_SMH_QQQ,kalman_random_walk,NVDA,SMH,QQQ,-0.6369228493072894,-0.5112622229266175
2023-11-17,NVDA_SMH_QQQ,kalman_random_walk,NVDA,SMH,QQQ,-0.5464556769961442,-0.3380368346253854
2023-11-20,NVDA_SMH_QQQ,kalman_random_walk,NVDA,SMH,QQQ,-0.5786680316493492,-0.3687929831156401
2023-11-21,NVDA_SMH_QQQ,kalman_random_walk,NVDA,SMH,QQQ,-0.5903143167533188,-0.3457887874910843
2023-11-22,NVDA_SMH_QQQ,kalman_random_walk,NVDA,SMH,QQQ,-0.5284669932455817,-0.16901685107937092
2023-11-23,NVDA_SMH_QQQ,kalman_random_walk,NVDA,SMH,QQQ,-0.43170903153601997,0.3668658002545
2023-11-24,NVDA_SMH_QQQ,kalman_random_walk,NVDA,SMH,QQQ,-0.6208649938791083,-0.4700893472068855
2023-11-27,NVDA_SMH_QQQ,kalman_random_walk,NVDA,SMH,QQQ,-0.48501242944905787,0.2945054409800325
2023-11-28,NVDA_SMH_QQQ,kalman_random_walk,NVDA,SMH,QQQ,-0.3614024237286887,1.0439473680421716
2023-11-29,NVDA_SMH_QQQ,kalman_random_walk,NVDA,SMH,QQQ,-0.45418455504390604,0.5198234919109601
2023-11-30,NVDA_SMH_QQQ,kalman_random_walk,NVDA,SMH,QQQ,-0.5257492413558069,0.1747814870666386
2023-12-01,NVDA_SMH_QQQ,kalman_random_walk,NVDA,SMH,QQQ,-0.43695862460789614,0.7825192359973896
2023-12-04,NVDA_SMH_QQQ,kalman_random_walk,NVDA,SMH,QQQ,-0.12870151048625955,2.852117395048384
2023-12-05,NVDA_SMH_QQQ,kalman_random_walk,NVDA,SMH,QQQ,0.12597663786836516,4.077472751004591
2023-12-06,NVDA_SMH_QQQ,kalman_random_walk,NVDA,SMH,QQQ,-0.07222450660758306,2.4569938334023917
2023-12-07,NVDA_SMH_QQQ,kalman_random_walk,NVDA,SMH,QQQ,-0.18280691527290566,1.7500630202216851
2023-12-08,NVDA_SMH_QQQ,kalman_random_walk,NVDA,SMH,QQQ,-0.2846347929754516,1.194909270847377
2023-12-11,NVDA_SMH_QQQ,kalman_random_walk,NVDA,SMH,QQQ,-0.16678351470240635,1.731307483081256
2023-12-12,NVDA_SMH_QQQ,kalman_random_walk,NVDA,SMH,QQQ,-0.18231615232949366,1.5517687445381447
2023-12-13,NVDA_SMH_QQQ,kalman_random_walk,NVDA,SMH,QQQ,-0.09067354365934016,1.87055347656731
2023-12-14,NVDA_SMH_QQQ,kalman_random_walk,NVDA,SMH,QQQ,0.1936790315257369,2.9972387446742705
2023-12-15,NVDA_SMH_QQQ,kalman_random_walk,NVDA,SMH,QQQ,0.216521306935491,2.7555488797410117
2023-12-18,NVDA_SMH_QQQ,kalman_random_walk,NVDA,SMH,QQQ,0.2768865213760228,2.699466674165065
2023-12-19,NVDA_SMH_QQQ,kalman_random_walk,NVDA,SMH,QQQ,0.316684485509611,2.5705441423431368
2023-12-20,NVDA_SMH_QQQ,kalman_random_walk,NVDA,SMH,QQQ,0.10643327523886437,1.6413729606023344
2023-12-21,NVDA_SMH_QQQ,kalman_random_walk,NVDA,SMH,QQQ,0.05472289198774439,1.382970955263124
2023-12-22,NVDA_SMH_QQQ,kalman_random_walk,NVDA,SMH,QQQ,-0.009113638896398601,1.1077074915065366
2023-12-25,NVDA_SMH_QQQ,kalman_random_walk,NVDA,SMH,QQQ,-0.12674089148541456,0.6894914303277135
2023-12-26,NVDA_SMH_QQQ,kalman_random_walk,NVDA,SMH,QQQ,0.2138779940566888,1.717558444088821
2023-12-27,NVDA_SMH_QQQ,kalman_random_walk,NVDA,SMH,QQQ,0.30436345994345804,1.8828999244845182
2023-12-28,NVDA_SMH_QQQ,kalman_random_walk,NVDA,SMH,QQQ,-0.3313317644670081,-0.10205702723959487
2023-12-29,NVDA_SMH_QQQ,kalman_random_walk,NVDA,SMH,QQQ,-0.47964530930856775,-0.5570493778656044
2023-01-02,AAPL_QQQ_XLK,kalman_random_walk,AAPL,QQQ,XLK,0.0,
2023-01-03,AAPL_QQQ_XLK,kalman_random_walk,AAPL,QQQ,XLK,-0.011206953211533954,
2023-01-04,AAPL_QQQ_XLK,kalman_random_walk,AAPL,QQQ,XLK,-0.22649126653470003,
2023-01-05,AAPL_QQQ_XLK,kalman_random_walk,AAPL,QQQ,XLK,-0.2920723199500233,
2023-01-06,AAPL_QQQ_XLK,kalman_random_walk,AAPL,QQQ,XLK,-0.3662886846983727,
2023-01-09,AAPL_QQQ_XLK,kalman_random_walk,AAPL,QQQ,XLK,-0.45091269371346143,
2023-01-10,AAPL_QQQ_XLK,kalman_random_walk,AAPL,QQQ,XLK,-0.2499293851926126,
2023-01-11,AAPL_QQQ_XLK,kalman_random_walk,AAPL,QQQ,XLK,-0.24367200405504097,
2023-01-12,AAPL_QQQ_XLK,kalman_random_walk,AAPL,QQQ,XLK,-0.3672912756469806,
2023-01-13,AAPL_QQQ_XLK,kalman_random_walk,AAPL,QQQ,XLK,-0.407805499022231,
2023-01-16,AAPL_QQQ_XLK,kalman_random_walk,AAPL,QQQ,XLK,-0.37061981684160955,
2023-01-17,AAPL_QQQ_XLK,kalman_random_walk,AAPL,QQQ,XLK,-0.6117827679229273,
2023-01-18,AAPL_QQQ_XLK,kalman_random_walk,AAPL,QQQ,XLK,-0.6865433105800807,
2023-01-19,AAPL_QQQ_XLK,kalman_random_walk,AAPL,QQQ,XLK,-0.4632165191113713,
2023-01-20,AAPL_QQQ_XLK,kalman_random_walk,AAPL,QQQ,XLK,-0.1682518126236022,
2023-01-23,AAPL_QQQ_XLK,kalman_random_walk,AAPL,QQQ,XLK,-0.7457073902818515,
2023-01-24,AAPL_QQQ_XLK,kalman_random_walk,AAPL,QQQ,XLK,-0.05118395061573744,
2023-01-25,AAPL_QQQ_XLK,kalman_random_walk,AAPL,QQQ,XLK,-0.20762513836340568,
2023-01-26,AAPL_QQQ_XLK,kalman_random_walk,AAPL,QQQ,XLK,0.013621362062585296,
2023-01-27,AAPL_QQQ_XLK,kalman_random_walk,AAPL,QQQ,XLK,-0.33251369039422646,
2023-01-30,AAPL_QQQ_XLK,kalman_random_walk,AAPL,QQQ,XLK,-0.11988973384768409,0.8879525316642848
2023-01-31,AAPL_QQQ_XLK,kalman_random_walk,AAPL,QQQ,XLK,-0.09910353883057259,0.9476774095610948
2023-02-01,AAPL_QQQ_XLK,kalman_random_walk,AAPL,QQQ,XLK,-0.10723470345049553,0.8697375831173775
2023-02-02,AAPL_QQQ_XLK,kalman_random_walk,AAPL,QQQ,XLK,-0.1693918950818497,0.5452309866965435
2023-02-03,AAPL_QQQ_XLK,kalman_random_walk,AAPL,QQQ,XLK,-0.21229033373665235,0.3261176828827214
2023-02-06,AAPL_QQQ_XLK,kalman_random_walk,AAPL,QQQ,XLK,-0.0026257992539091,1.3388831139939814
2023-02-07,AAPL_QQQ_XLK,kalman_random_walk,AAPL,QQQ,XLK,-0.1909859350210824,0.365966725968017
2023-02-08,AAPL_QQQ_XLK,kalman_random_walk,AAPL,QQQ,XLK,-0.23182331728726874,0.1592888472115366
2023-02-09,AAPL_QQQ_XLK,kalman_random_walk,AAPL,QQQ,XLK,-0.30271247094910847,-0.19572137513995155
2023-02-10,AAPL_QQQ_XLK,kalman_random_walk,AAPL,QQQ,XLK,-0.6752095774504107,-2.0755234708581076
2023-02-13,AAPL_QQQ_XLK,kalman_random_walk,AAPL,QQQ,XLK,-0.570803549035646,-1.4038917542437324
2023-02-14,AAPL_QQQ_XLK,kalman_random_walk,AAPL,QQQ,XLK,-0.5120327169150701,-1.0605550017885557
2023-02-15,AAPL_QQQ_XLK,kalman_random_walk,AAPL,QQQ,XLK,-0.570860250930628,-1.3037568376133801
2023-02-16,AAPL_QQQ_XLK,kalman_random_walk,AAPL,QQQ,XLK,-0.8443510218156149,-2.530368185364265
2023-02-17,AAPL_QQQ_XLK,kalman_random_walk,AAPL,QQQ,XLK,-0.8303956706724309,-2.2216084897259085
2023-02-20,AAPL_QQQ_XLK,kalman_random_walk,AAPL,QQQ,XLK,-0.7715305626427229,-1.804347097432801
2023-02-21,AAPL_QQQ_XLK,kalman_random_walk,AAPL,QQQ,XLK,-0.6814972990408327,-1.342299834304321
2023-02-22,AAPL_QQQ_XLK,kalman_random_walk,AAPL,QQQ,XLK,-0.5868547945217555,-0.9179770908389441
2023-02-23,AAPL_QQQ_XLK,kalman_random_walk,AAPL,QQQ,XLK,-0.8163672577338933,-1.8066172367275886
2023-02-24,AAPL_QQQ_XLK,kalman_random_walk,AAPL,QQQ,XLK,-0.46291732582211775,-0.3480875468264526
2023-02-27,AAPL_QQQ_XLK,kalman_random_walk,AAPL,QQQ,XLK,-0.2090389521999918,0.6475652595417616
2023-02-28,AAPL_QQQ_XLK,kalman_random_walk,AAPL,QQQ,XLK,0.01347977230221431,1.5718648097747405
2023-03-01,AAPL_QQQ_XLK,kalman_random_walk,AAPL,QQQ,XLK,0.12868913442748475,2.0216611696223934
2023-03-02,AAPL_QQQ_XLK,kalman_random_walk,AAPL,QQQ,XLK,0.4425983287115224,3.09284040311081
2023-03-03,AAPL_QQQ_XLK,kalman_random_walk,AAPL,QQQ,XLK,0.5725383241186461,3.161064463482225
2023-03-06,AAPL_QQQ_XLK,kalman_random_walk,AAPL,QQQ,XLK,0.7859758496990312,3.4086868246840427
2023-03-07,AAPL_QQQ_XLK,kalman_random_walk,AAPL,QQQ,XLK,0.7734714972511082,2.8896703638413936
2023-03-08,AAPL_QQQ_XLK,kalman_random_walk,AAPL,QQQ,XLK,0.7171557346229689,2.4273700105741693
2023-03-09,AAPL_QQQ_XLK,kalman_random_walk,AAPL,QQQ,XLK,0.7896600452898298,2.377140123193928
2023-03-10,AAPL_QQQ_XLK,kalman_random_walk,AAPL,QQQ,XLK,0.5193071645829049,1.5855212537663421
2023-03-13,AAPL_QQQ_XLK,kalman_random_walk,AAPL,QQQ,XLK,0.4004948342048878,1.2453209113596992
2023-03-14,AAPL_QQQ_XLK,kalman_random_walk,AAPL,QQQ,XLK,0.4043346606725816,1.1925828558821179
2023-03-15,AAPL_QQQ_XLK,kalman_random_walk,AAPL,QQQ,XLK,0.20880174305530735,0.7344402195046541
2023-03-16,AAPL_QQQ_XLK,kalman_random_walk,AAPL,QQQ,XLK,-0.4274888726303272,-0.6138464628533419
2023-03-17,AAPL_QQQ_XLK,kalman_random_walk,AAPL,QQQ,XLK,-0.5221081785823061,-0.8113697499277527
2023-03-20,AAPL_QQQ_XLK,kalman_random_walk,AAPL,QQQ,XLK,1.0548308966005355,2.4357027874537036
2023-03-21,AAPL_QQQ_XLK,kalman_random_walk,AAPL,QQQ,XLK,1.3473181478756944,2.799713845062061
2023-03-22,AAPL_QQQ_XLK,kalman_random_walk,AAPL,QQQ,XLK,0.9125123618760823,1.724491985873899
2023-03-23,AAPL_QQQ_XLK,kalman_random_walk,AAPL,QQQ,XLK,-0.8855188162483107,-1.4711149284764258
2023-03-24,AAPL_QQQ_XLK,kalman_random_walk,AAPL,QQQ,XLK,-0.38157415470984013,-0.5521530815795531
2023-03-27,AAPL_QQQ_XLK,kalman_random_walk,AAPL,QQQ,XLK,-0.9274858132023236,-1.4620439191686567
2023-03-28,AAPL_QQQ_XLK,kalman_random_walk,AAPL,QQQ,XLK,-0.8853948038566202,-1.3231208047396799
2023-03-29,AAPL_QQQ_XLK,kalman_random_walk,AAPL,QQQ,XLK,-0.9409886046705784,-1.352358100019278
2023-03-30,AAPL_QQQ_XLK,kalman_random_walk,AAPL,QQQ,XLK,-1.2588308044021288,-1.785445721353888
2023-03-31,AAPL_QQQ_XLK,kalman_random_walk,AAPL,QQQ,XLK,-1.1075426533823667,-1.4504502368014207
2023-04-03,AAPL_QQQ_XLK,kalman_random_walk,AAPL,QQQ,XLK,-1.1980316385730962,-1.513418333327773
2023-04-04,AAPL_QQQ_XLK,kalman_random_walk,AAPL,QQQ,XLK,-1.7324927559889947,-2.1914699663614776
2023-04-05,AAPL_QQQ_XLK,kalman_random_walk,AAPL,QQQ,XLK,-1.679019936415052,-1.9469325219987275
2023-04-06,AAPL_QQQ_XLK,kalman_random_walk,AAPL,QQQ,XLK,-1.8170394586696794,-1.9916798274617862
2023-04-07,AAPL_QQQ_XLK,kalman_random_walk,AAPL,QQQ,XLK,-1.331247414918073,-1.257585311156405
2023-04-10,AAPL_QQQ_XLK,kalman_random_walk,AAPL,QQQ,XLK,-1.1704811534108106,-1.022674763126977
2023-04-11,AAPL_QQQ_XLK,kalman_random_walk,AAPL,QQQ,XLK,-1.3093750280575538,-1.1580992271079382
2023-04-12,AAPL_QQQ_XLK,kalman_random_walk,AAPL,QQQ,XLK,-1.1037750953193772,-0.8752945041850778
2023-04-13,AAPL_QQQ_XLK,kalman_random_walk,AAPL,QQQ,XLK,-0.49733553974967026,-0.14763110390155632
2023-04-14,AAPL_QQQ_XLK,kalman_random_walk,AAPL,QQQ,XLK,-0.7628264621975847,-0.46784859844471216
2023-04-17,AAPL_QQQ_XLK,kalman_random_walk,AAPL,QQQ,XLK,-0.926218239878851,-0.6610096503223922
2023-04-18,AAPL_QQQ_XLK,kalman_random_walk,AAPL,QQQ,XLK,-0.8438820417659363,-0.5589253753295689
2023-04-19,AAPL_QQQ_XLK,kalman_random_walk,AAPL,QQQ,XLK,-0.7339923707315134,-0.42532271178400405
2023-04-20,AAPL_QQQ_XLK,kalman_random_walk,AAPL,QQQ,XLK,-0.6076246745578626,-0.27386567501794135
2023-04-21,AAPL_QQQ_XLK,kalman_random_walk,AAPL,QQQ,XLK,-0.915049187138798,-0.6380507305678462
2023-04-24,AAPL_QQQ_XLK,kalman_random_walk,AAPL,QQQ,XLK,-0.7826727347921149,-0.4686731380193861
2023-04-25,AAPL_QQQ_XLK,kalman_random_walk,AAPL,QQQ,XLK,-0.9857421483836157,-0.685525177923917
2023-04-26,AAPL_QQQ_XLK,kalman_random_walk,AAPL,QQQ,XLK,-1.066751405818383,-0.7481217571044227
2023-04-27,AAPL_QQQ_XLK,kalman_random_walk,AAPL,QQQ,XLK,-0.7157786215204156,-0.3092020037201511
2023-04-28,AAPL_QQQ_XLK,kalman_random_walk,AAPL,QQQ,XLK,-0.8164724838490766,-0.3967478573729932
2023-05-01,AAPL_QQQ_XLK,kalman_random_walk,AAPL,QQQ,XLK,-0.5737478619768112,-0.07503684468281414
2023-05-02,AAPL_QQQ_XLK,kalman_random_walk,AAPL,QQQ,XLK,-0.5929924441608532,-0.059422583831903984
2023-05-03,AAPL_QQQ_XLK,kalman_random_walk,AAPL,QQQ,XLK,-0.48624146986261585,0.1172119681654474
2023-05-04,AAPL_QQQ_XLK,kalman_random_walk,AAPL,QQQ,XLK,-0.3950672892053377,0.28114018034990884
2023-05-05,AAPL_QQQ_XLK,kalman_random_walk,AAPL,QQQ,XLK,-0.1933627037575702,0.61259159577148
2023-05-08,AAPL_QQQ_XLK,kalman_random_walk,AAPL,QQQ,XLK,0.0075481424503467676,0.9404889627545953
2023-05-09,AAPL_QQQ_XLK,kalman_random_walk,AAPL,QQQ,XLK,-0.18311361899762124,0.6965317413867166
2023-05-10,AAPL_QQQ_XLK,kalman_random_walk,AAPL,QQQ,XLK,0.24859085171246387,1.3746630742306811
2023-05-11,AAPL_QQQ_XLK,kalman_random_walk,AAPL,QQQ,XLK,0.3653821559396505,1.5428368439706945
2023-05-12,AAPL_QQQ_XLK,kalman_random_walk,AAPL,QQQ,XLK,0.5561157318008579,1.74641498384252
2023-05-15,AAPL_QQQ_XLK,kalman_random_walk,AAPL,QQQ,XLK,0.7343262653432066,1.8933325200382851
2023-05-16,AAPL_QQQ_XLK,kalman_random_walk,AAPL,QQQ,XLK,0.5252747883195423,1.655379045847976
2023-05-17,AAPL_QQQ_XLK,kalman_random_walk,AAPL,QQQ,XLK,0.44475993841451866,1.688203497628257
2023-05-18,AAPL_QQQ_XLK,kalman_random_walk,AAPL,QQQ,XLK,0.41066913573163316,1.7199511860948715
2023-05-19,AAPL_QQQ_XLK,kalman_random_walk,AAPL,QQQ,XLK,0.4314548518774354,1.6447395446531905
2023-05-22,AAPL_QQQ_XLK,kalman_random_walk,AAPL,QQQ,XLK,0.8029664939637622,2.1164596389623362
2023-05-23,AAPL_QQQ_XLK,kalman_random_walk,AAPL,QQQ,XLK,1.1697388230120236,2.470708479538086
2023-05-24,AAPL_QQQ_XLK,kalman_random_walk,AAPL,QQQ,XLK,1.8930297582871498,3.1953604550447965
2023-05-25,AAPL_QQQ_XLK,kalman_random_walk,AAPL,QQQ,XLK,2.124975934604421,3.0543535916194067
2023-05-26,AAPL_QQQ_XLK,kalman_random_walk,AAPL,QQQ,XLK,2.2919472210769074,2.870458092952375
2023-05-29,AAPL_QQQ_XLK,kalman_random_walk,AAPL,QQQ,XLK,2.0008291449986655,2.262979224009466
2023-05-30,AAPL_QQQ_XLK,kalman_random_walk,AAPL,QQQ,XLK,1.5529351015610173,1.6564960986751296
2023-05-31,AAPL_QQQ_XLK,kalman_random_walk,AAPL,QQQ,XLK,1.3729947745892588,1.4018053907445627
2023-06-01,AAPL_QQQ_XLK,kalman_random_walk,AAPL,QQQ,XLK,1.1396336329656562,1.116909451450686
2023-06-02,AAPL_QQQ_XLK,kalman_random_walk,AAPL,QQQ,XLK,0.7527924980422597,0.698804544848359
2023-06-05,AAPL_QQQ_XLK,kalman_random_walk,AAPL,QQQ,XLK,0.6035488692947987,0.5137355615282445
2023-06-06,AAPL_QQQ_XLK,kalman_random_walk,AAPL,QQQ,XLK,0.6411724807313771,0.5158826628528588
2023-06-07,AAPL_QQQ_XLK,kalman_random_walk,AAPL,QQQ,XLK,0.5785830788443433,0.4149804973139098
2023-06-08,AAPL_QQQ_XLK,kalman_random_walk,AAPL,QQQ,XLK,0.7368540933939076,0.5449419064697156
2023-06-09,AAPL_QQQ_XLK,kalman_random_walk,AAPL,QQQ,XLK,0.8052067231693768,0.5862651747312067
2023-06-12,AAPL_QQQ_XLK,kalman_random_walk,AAPL,QQQ,XLK,0.8192098621291839,0.5659946945439659
2023-06-13,AAPL_QQQ_XLK,kalman_random_walk,AAPL,QQQ,XLK,1.0397547798295772,0.7671418672529442
2023-06-14,AAPL_QQQ_XLK,kalman_random_walk,AAPL,QQQ,XLK,0.8913709211314943,0.5645587917114872
2023-06-15,AAPL_QQQ_XLK,kalman_random_walk,AAPL,QQQ,XLK,0.8070940174035623,0.43489683939046747
2023-06-16,AAPL_QQQ_XLK,kalman_random_walk,AAPL,QQQ,XLK,1.0789524179893915,0.7083195389063025
2023-06-19,AAPL_QQQ_XLK,kalman_random_walk,AAPL,QQQ,XLK,1.1931660453471675,0.8017493822173309
2023-06-20,AAPL_QQQ_XLK,kalman_random_walk,AAPL,QQQ,XLK,0.6779175311975305,0.15113727089847273
2023-06-21,AAPL_QQQ_XLK,kalman_random_walk,AAPL,QQQ,XLK,0.6316214949185514,0.049244353884526734
2023-06-22,AAPL_QQQ_XLK,kalman_random_walk,AAPL,QQQ,XLK,-0.8543219944257382,-1.9565882299908708
2023-06-23,AAPL_QQQ_XLK,kalman_random_walk,AAPL,QQQ,XLK,-0.8431028465336923,-1.920653478507348
2023-06-26,AAPL_QQQ_XLK,kalman_random_walk,AAPL,QQQ,XLK,-0.6456234017266151,-1.6596550308927527
2023-06-27,AAPL_QQQ_XLK,kalman_random_walk,AAPL,QQQ,XLK,0.6440912878950011,0.020314238680700977
2023-06-28,AAPL_QQQ_XLK,kalman_random_walk,AAPL,QQQ,XLK,0.6849694953188028,0.034360226821193746
2023-06-29,AAPL_QQQ_XLK,kalman_random_walk,AAPL,QQQ,XLK,0.10656299243189105,-0.8057922161853108
2023-06-30,AAPL_QQQ_XLK,kalman_random_walk,AAPL,QQQ,XLK,0.2789281846262478,-0.5970141815417633
2023-07-03,AAPL_QQQ_XLK,kalman_random_walk,AAPL,QQQ,XLK,-0.05158026727461304,-1.0988446272360688
2023-07-04,AAPL_QQQ_XLK,kalman_random_walk,AAPL,QQQ,XLK,0.3164223013918582,-0.5665098479632216
2023-07-05,AAPL_QQQ_XLK,kalman_random_walk,AAPL,QQQ,XLK,0.11674426910740515,-0.8860723638562787
2023-07-06,AAPL_QQQ_XLK,kalman_random_walk,AAPL,QQQ,XLK,0.14284516567748987,-0.8399200107046333
2023-07-07,AAPL_QQQ_XLK,kalman_random_walk,AAPL,QQQ,XLK,0.20423343936496355,-0.7384844539460432
2023-07-10,AAPL_QQQ_XLK,kalman_random_walk,AAPL,QQQ,XLK,0.18511760214981712,-0.7487487335197122
2023-07-11,AAPL_QQQ_XLK,kalman_random_walk,AAPL,QQQ,XLK,-0.21246531832119125,-1.2912146761726884
2023-07-12,AAPL_QQQ_XLK,kalman_random_walk,AAPL,QQQ,XLK,0.003777007916898445,-0.9375636145852053
2023-07-13,AAPL_QQQ_XLK,kalman_random_walk,AAPL,QQQ,XLK,-0.11234013963028795,-1.074038550683377
2023-07-14,AAPL_QQQ_XLK,kalman_random_walk,AAPL,QQQ,XLK,0.522836555871872,-0.1739380925767351
2023-07-17,AAPL_QQQ_XLK,kalman_random_walk,AAPL,QQQ,XLK,0.4034222896029454,-0.3405955577890603
2023-07-18,AAPL_QQQ_XLK,kalman_random_walk,AAPL,QQQ,XLK,0.4197245210703128,-0.30436327042675876
2023-07-19,AAPL_QQQ_XLK,kalman_random_walk,AAPL,QQQ,XLK,0.29670736343879595,-0.4495360548673305
2023-07-20,AAPL_QQQ_XLK,kalman_random_walk,AAPL,QQQ,XLK,0.7020020061059712,0.16926916850041607
2023-07-21,AAPL_QQQ_XLK,kalman_random_walk,AAPL,QQQ,XLK,1.002815471971955,0.696082480108531
2023-07-24,AAPL_QQQ_XLK,kalman_random_walk,AAPL,QQQ,XLK,1.0460966211255058,0.8924393635994813
2023-07-25,AAPL_QQQ_XLK,kalman_random_walk,AAPL,QQQ,XLK,1.1909548471114753,1.2696290394980534
2023-07-26,AAPL_QQQ_XLK,kalman_random_walk,AAPL,QQQ,XLK,0.8377518574634792,0.6626703982346728
2023-07-27,AAPL_QQQ_XLK,kalman_random_walk,AAPL,QQQ,XLK,0.5098509541958814,0.07758002600919416
2023-07-28,AAPL_QQQ_XLK,kalman_random_walk,AAPL,QQQ,XLK,0.7830928766848788,0.648657725347825
2023-07-31,AAPL_QQQ_XLK,kalman_random_walk,AAPL,QQQ,XLK,0.4834696669786856,0.05682408609848674
2023-08-01,AAPL_QQQ_XLK,kalman_random_walk,AAPL,QQQ,XLK,0.359044481373973,-0.18236249281245678
2023-08-02,AAPL_QQQ_XLK,kalman_random_walk,AAPL,QQQ,XLK,-0.06317565170040973,-1.001857896365121
2023-08-03,AAPL_QQQ_XLK,kalman_random_walk,AAPL,QQQ,XLK,-0.14420776463446894,-1.1173662521906087
2023-08-04,AAPL_QQQ_XLK,kalman_random_walk,AAPL,QQQ,XLK,-0.015029123381359893,-0.8139245836486874
2023-08-07,AAPL_QQQ_XLK,kalman_random_walk,AAPL,QQQ,XLK,-0.025095694790609926,-0.793695732227621
2023-08-08,AAPL_QQQ_XLK,kalman_random_walk,AAPL,QQQ,XLK,-0.39540434482996833,-1.4705166299523829
2023-08-09,AAPL_QQQ_XLK,kalman_random_walk,AAPL,QQQ,XLK,-0.1416360477500151,-0.9071904189634329
2023-08-10,AAPL_QQQ_XLK,kalman_random_walk,AAPL,QQQ,XLK,-0.07509155034341589,-0.7333895711906118
2023-08-11,AAPL_QQQ_XLK,kalman_random_walk,AAPL,QQQ,XLK,-0.6976409850620023,-1.9097331100449737
2023-08-14,AAPL_QQQ_XLK,kalman_random_walk,AAPL,QQQ,XLK,-0.8825381973424935,-2.1584487110328516
2023-08-15,AAPL_QQQ_XLK,kalman_random_walk,AAPL,QQQ,XLK,-0.8589474140101863,-1.9911501015858801
2023-08-16,AAPL_QQQ_XLK,kalman_random_walk,AAPL,QQQ,XLK,-0.8856270673414256,-1.9001957825335969
2023-08-17,AAPL_QQQ_XLK,kalman_random_walk,AAPL,QQQ,XLK,-0.7356484130264372,-1.5045361103743322
2023-08-18,AAPL_QQQ_XLK,kalman_random_walk,AAPL,QQQ,XLK,-0.3745742173247288,-0.873911187145891
2023-08-21,AAPL_QQQ_XLK,kalman_random_walk,AAPL,QQQ,XLK,-0.3467832098104346,-0.8698931600335061
2023-08-22,AAPL_QQQ_XLK,kalman_random_walk,AAPL,QQQ,XLK,-0.32531019675346706,-0.8581293173650699
2023-08-23,AAPL_QQQ_XLK,kalman_random_walk,AAPL,QQQ,XLK,0.056018116714121435,-0.09509420677711579
2023-08-24,AAPL_QQQ_XLK,kalman_random_walk,AAPL,QQQ,XLK,0.4531772868581765,0.6958566445805882
2023-08-25,AAPL_QQQ_XLK,kalman_random_walk,AAPL,QQQ,XLK,0.3234691611285492,0.42768523000568065
2023-08-28,AAPL_QQQ_XLK,kalman_random_walk,AAPL,QQQ,XLK,0.6924146109753474,1.1285110171811803
2023-08-29,AAPL_QQQ_XLK,kalman_random_walk,AAPL,QQQ,XLK,0.1730655040003578,0.10156750024738738
2023-08-30,AAPL_QQQ_XLK,kalman_random_walk,AAPL,QQQ,XLK,0.5464870362697,0.8113090864303504
2023-08-31,AAPL_QQQ_XLK,kalman_random_walk,AAPL,QQQ,XLK,0.6037717448218864,0.8915985244514735
2023-09-01,AAPL_QQQ_XLK,kalman_random_walk,AAPL,QQQ,XLK,0.3221607613058012,0.3409934534466906
2023-09-04,AAPL_QQQ_XLK,kalman_random_walk,AAPL,QQQ,XLK,0.16053037955282254,0.036715965973898146
2023-09-05,AAPL_QQQ_XLK,kalman_random_walk,AAPL,QQQ,XLK,0.1763133242089535,0.06699357851906687
2023-09-06,AAPL_QQQ_XLK,kalman_random_walk,AAPL,QQQ,XLK,0.49069264767840604,0.6330043945014282
2023-09-07,AAPL_QQQ_XLK,kalman_random_walk,AAPL,QQQ,XLK,0.6520688873686241,0.9064592773965752
2023-09-08,AAPL_QQQ_XLK,kalman_random_walk,AAPL,QQQ,XLK,0.6503464265422442,0.8622637716628916
2023-09-11,AAPL_QQQ_XLK,kalman_random_walk,AAPL,QQQ,XLK,0.4782538173112754,0.5378323658513158
2023-09-12,AAPL_QQQ_XLK,kalman_random_walk,AAPL,QQQ,XLK,0.4459421162830879,0.4745294805288467
2023-09-13,AAPL_QQQ_XLK,kalman_random_walk,AAPL,QQQ,XLK,1.5912877663848988,2.5634862162386605
2023-09-14,AAPL_QQQ_XLK,kalman_random_walk,AAPL,QQQ,XLK,1.4801461789442028,2.133380106047648
2023-09-15,AAPL_QQQ_XLK,kalman_random_walk,AAPL,QQQ,XLK,1.2690236245033668,1.6633225534671074
2023-09-18,AAPL_QQQ_XLK,kalman_random_walk,AAPL,QQQ,XLK,-0.2936062767222915,-0.8562377814964475
2023-09-19,AAPL_QQQ_XLK,kalman_random_walk,AAPL,QQQ,XLK,-0.14832172291204554,-0.5796237787864114
2023-09-20,AAPL_QQQ_XLK,kalman_random_walk,AAPL,QQQ,XLK,-0.21282759795563366,-0.6486894682941029
